T[K]		0.01		0.1		1.0		10.0		100.0
5.00e+02	4.01e-06	4.12e-07	4.12e-08	4.13e-09	4.12e-10
6.00e+02	1.50e-04	1.76e-05	1.81e-06	1.81e-07	1.81e-08
7.00e+02	1.74e-03	2.80e-04	3.17e-05	3.22e-06	3.21e-07
8.00e+02	1.08e-02	2.50e-03	3.56e-04	3.82e-05	3.84e-06
9.00e+02	3.73e-02	1.21e-02	2.31e-03	2.84e-04	2.92e-05
1.00e+03	9.36e-02	4.10e-02	1.07e-02	1.62e-03	1.77e-04
1.10e+03	1.71e-01	9.48e-02	3.27e-02	6.35e-03	7.73e-04
1.20e+03	2.64e-01	1.79e-01	7.97e-02	2.01e-02	2.86e-03
1.30e+03	3.60e-01	2.82e-01	1.58e-01	5.17e-02	8.92e-03
1.40e+03	4.40e-01	3.80e-01	2.54e-01	1.05e-01	2.24e-02
1.50e+03	5.09e-01	4.68e-01	3.58e-01	1.83e-01	4.88e-02
1.60e+03	5.70e-01	5.42e-01	4.57e-01	2.80e-01	9.38e-02
1.70e+03	6.23e-01	6.05e-01	5.42e-01	3.82e-01	1.60e-01
1.80e+03	6.70e-01	6.56e-01	6.10e-01	4.78e-01	2.43e-01
1.90e+03	7.11e-01	7.01e-01	6.68e-01	5.63e-01	3.38e-01
2.00e+03	7.47e-01	7.38e-01	7.12e-01	6.29e-01	4.28e-01
2.10e+03	7.79e-01	7.71e-01	7.50e-01	6.86e-01	5.14e-01
2.20e+03	8.07e-01	7.99e-01	7.81e-01	7.30e-01	5.87e-01
2.30e+03	8.30e-01	8.22e-01	8.06e-01	7.64e-01	6.47e-01
2.40e+03	8.50e-01	8.43e-01	8.28e-01	7.92e-01	6.95e-01
2.50e+03	8.68e-01	8.61e-01	8.46e-01	8.15e-01	7.34e-01
