T[K]		0.01		0.1		1.0		10.0		100.0
5.00e+02	3.49e-05	3.37e-06	3.18e-07	1.36e-08	6.37e-11
6.00e+02	6.48e-04	6.58e-05	6.24e-06	4.42e-07	5.72e-09
7.00e+02	5.23e-03	6.66e-04	6.43e-05	5.48e-06	1.55e-07
8.00e+02	2.55e-02	4.48e-03	5.03e-04	4.55e-05	2.20e-06
9.00e+02	7.47e-02	1.81e-02	2.60e-03	2.53e-04	1.67e-05
1.00e+03	1.61e-01	5.28e-02	1.01e-02	1.15e-03	9.13e-05
1.10e+03	2.57e-01	1.08e-01	2.75e-02	3.87e-03	3.48e-04
1.20e+03	3.45e-01	1.81e-01	6.03e-02	1.09e-02	1.12e-03
1.30e+03	3.98e-01	2.53e-01	1.08e-01	2.53e-02	3.09e-03
1.40e+03	4.12e-01	2.99e-01	1.56e-01	4.71e-02	7.01e-03
1.50e+03	3.98e-01	3.19e-01	1.97e-01	7.52e-02	1.40e-02
1.60e+03	3.70e-01	3.17e-01	2.23e-01	1.04e-01	2.45e-02
1.70e+03	3.35e-01	2.99e-01	2.31e-01	1.28e-01	3.81e-02
1.80e+03	2.98e-01	2.74e-01	2.25e-01	1.42e-01	5.24e-02
1.90e+03	2.63e-01	2.45e-01	2.11e-01	1.47e-01	6.55e-02
2.00e+03	2.30e-01	2.17e-01	1.91e-01	1.43e-01	7.41e-02
2.10e+03	2.01e-01	1.91e-01	1.72e-01	1.35e-01	7.95e-02
2.20e+03	1.75e-01	1.66e-01	1.51e-01	1.23e-01	8.00e-02
2.30e+03	1.53e-01	1.46e-01	1.33e-01	1.12e-01	7.82e-02
2.40e+03	1.35e-01	1.28e-01	1.18e-01	1.01e-01	7.46e-02
2.50e+03	1.19e-01	1.13e-01	1.04e-01	9.10e-02	7.01e-02
