T[K]		0.01		0.1		1.0		10.0		100.0
5.00e+02	1.61e-07	1.59e-08	1.33e-09	2.92e-11	6.86e-14
6.00e+02	1.48e-05	1.43e-06	1.36e-07	7.06e-09	4.60e-11
7.00e+02	3.72e-04	3.96e-05	3.75e-06	2.88e-07	4.85e-09
8.00e+02	3.95e-03	5.53e-04	5.54e-05	4.82e-06	1.65e-07
9.00e+02	2.04e-02	3.91e-03	4.73e-04	4.33e-05	2.29e-06
1.00e+03	6.49e-02	1.66e-02	2.60e-03	2.64e-04	1.78e-05
1.10e+03	1.48e-01	5.01e-02	1.03e-02	1.25e-03	9.83e-05
1.20e+03	2.49e-01	1.08e-01	2.92e-02	4.41e-03	3.95e-04
1.30e+03	3.36e-01	1.81e-01	6.35e-02	1.23e-02	1.28e-03
1.40e+03	3.85e-01	2.45e-01	1.08e-01	2.68e-02	3.33e-03
1.50e+03	4.01e-01	2.91e-01	1.57e-01	5.05e-02	7.91e-03
1.60e+03	3.90e-01	3.10e-01	1.95e-01	7.86e-02	1.57e-02
1.70e+03	3.63e-01	3.06e-01	2.15e-01	1.05e-01	2.67e-02
1.80e+03	3.28e-01	2.87e-01	2.18e-01	1.23e-01	3.96e-02
1.90e+03	2.93e-01	2.63e-01	2.11e-01	1.34e-01	5.24e-02
2.00e+03	2.57e-01	2.34e-01	1.95e-01	1.35e-01	6.27e-02
2.10e+03	2.27e-01	2.08e-01	1.79e-01	1.31e-01	6.96e-02
2.20e+03	1.97e-01	1.82e-01	1.59e-01	1.22e-01	7.26e-02
2.30e+03	1.73e-01	1.60e-01	1.41e-01	1.13e-01	7.28e-02
2.40e+03	1.53e-01	1.41e-01	1.25e-01	1.03e-01	7.03e-02
2.50e+03	1.33e-01	1.24e-01	1.11e-01	9.30e-02	6.71e-02
