T[K]		0.01		0.1		1.0		10.0		100.0
5.00e+02	9.97e-01	9.99e-01	1.00e+00	1.00e+00	1.00e+00
6.00e+02	9.82e-01	9.95e-01	9.99e-01	1.00e+00	1.00e+00
7.00e+02	9.36e-01	9.76e-01	9.94e-01	9.99e-01	1.00e+00
8.00e+02	8.34e-01	9.29e-01	9.76e-01	9.95e-01	9.99e-01
9.00e+02	6.61e-01	8.35e-01	9.35e-01	9.82e-01	9.97e-01
1.00e+03	4.51e-01	6.83e-01	8.61e-01	9.52e-01	9.90e-01
1.10e+03	2.79e-01	5.05e-01	7.49e-01	9.03e-01	9.74e-01
1.20e+03	1.57e-01	3.33e-01	5.98e-01	8.25e-01	9.44e-01
1.30e+03	8.67e-02	2.07e-01	4.40e-01	7.18e-01	8.97e-01
1.40e+03	5.22e-02	1.28e-01	3.07e-01	5.92e-01	8.32e-01
1.50e+03	3.54e-02	8.15e-02	2.08e-01	4.62e-01	7.49e-01
1.60e+03	2.87e-02	5.97e-02	1.46e-01	3.52e-01	6.53e-01
1.70e+03	2.43e-02	4.77e-02	1.07e-01	2.65e-01	5.51e-01
1.80e+03	2.15e-02	4.14e-02	8.52e-02	2.03e-01	4.55e-01
1.90e+03	1.79e-02	3.50e-02	6.91e-02	1.56e-01	3.66e-01
2.00e+03	1.60e-02	3.16e-02	6.08e-02	1.28e-01	2.99e-01
2.10e+03	1.42e-02	2.86e-02	5.49e-02	1.09e-01	2.46e-01
2.20e+03	1.25e-02	2.53e-02	4.89e-02	9.40e-02	2.03e-01
2.30e+03	1.17e-02	2.39e-02	4.65e-02	8.74e-02	1.77e-01
2.40e+03	1.02e-02	2.12e-02	4.16e-02	7.83e-02	1.54e-01
2.50e+03	9.97e-03	2.05e-02	4.01e-02	7.49e-02	1.42e-01
