name,smiles,mult
CH2O,C=O,1
CH2OH,[CH2]O,2
CH3O,C[O],2
H,[H],2
C2H6,CC,1
C3H8,CCC,1
C4H10,CCCC,1
C5H12,CCCCC,1
C6H14,CCCCCC,1
C7H16,CCCCCCC,1
C8H18,CCCCCCCC,1
C9H20,CCCCCCCCC,1
C10H22,CCCCCCCCCC,1
CH3OH,CO,1
CH2,[CH2],1
CH3,[CH3],2
H,[H],2
H2,[H][H],1
C2H2,C#C,1
CH3CH2OH,CCO,1
C2H6,CC,1
C2H5,C[CH2],2
CN,[C]#[N],2
HCN,C#N,1
HNC,[C]=N,1
O,[O],3
OH,[OH],2
C2H4,C=C,1
C2H3,C=[CH],2
H2O,O,1


