Names Translation Tables (<short name> - <original name>):
Wells:
   W1 - WR
   W2 - WP
Bimolecular products:
   P1 - C5H5CH3-2+OH
   P2 - C5H4CH3+H2O
Inner Barriers:
   B1 - B2
Outer Barriers:
   C1 - B1
   C2 - B3
    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1
            8.5    1.82487e+12    7.90797e+12    9.69689e+15
            8.6     2.0228e+12    8.07447e+12    9.70465e+15
            8.7    2.24097e+12    8.24135e+12    9.71173e+15
            8.8     2.4813e+12    8.40876e+12    9.71833e+15
            8.9    2.74595e+12    8.57652e+12    9.72428e+15
              9    3.03716e+12    8.74485e+12    9.72987e+15
            9.1    3.35756e+12    8.91343e+12    9.73478e+15
            9.2    3.70978e+12    9.08255e+12    9.73936e+15
            9.3    4.09693e+12    9.25194e+12    9.74334e+15
            9.4    4.52216e+12    9.42178e+12    9.74695e+15
            9.5    4.98913e+12    9.59185e+12    9.74998e+15
            9.6    5.50155e+12     9.7624e+12    9.75271e+15
            9.7     6.0638e+12    9.93311e+12    9.75486e+15
            9.8    6.68024e+12    1.01043e+13    9.75674e+15
            9.9      7.356e+12    1.02756e+13    9.75809e+15
             10    8.09632e+12    1.04473e+13    9.75914e+15
           10.1    8.90719e+12    1.06191e+13    9.75969e+15
           10.2    9.79477e+12    1.07914e+13    9.75999e+15
           10.3    1.07662e+13    1.09637e+13    9.75979e+15
           10.4    1.18286e+13    1.11364e+13    9.75935e+15
           10.5    1.29904e+13    1.13091e+13    9.75847e+15
           10.6    1.42601e+13    1.14822e+13    9.75732e+15
           10.7    1.56476e+13    1.16554e+13    9.75576e+15
           10.8    1.71627e+13    1.18288e+13    9.75397e+15
           10.9     1.8817e+13    1.20023e+13    9.75177e+15
             11    2.06222e+13     1.2176e+13    9.74934e+15
           11.1    2.25918e+13    1.23498e+13    9.74655e+15
           11.2    2.47396e+13    1.25238e+13    9.74352e+15
           11.3    2.70811e+13    1.26979e+13    9.74015e+15
           11.4    2.96327e+13    1.28721e+13    9.73656e+15
           11.5    3.24126e+13    1.30464e+13    9.73264e+15
           11.6    3.54397e+13    1.32208e+13    9.72851e+15
           11.7    3.87353e+13    1.33952e+13    9.72407e+15
           11.8    4.23216e+13    1.35698e+13    9.71942e+15
           11.9    4.62234e+13    1.37444e+13    9.71448e+15
             12    5.04665e+13    1.39191e+13    9.70935e+15
           12.1    5.50799e+13    1.40938e+13    9.70393e+15
           12.2    6.00936e+13    1.42686e+13    9.69833e+15
           12.3    6.55412e+13    1.44433e+13    9.69247e+15
           12.4    7.14577e+13    1.46182e+13    9.68643e+15
           12.5    7.78823e+13     1.4793e+13    9.68013e+15
           12.6    8.48555e+13    1.49678e+13    9.67367e+15
           12.7    9.24227e+13    1.51426e+13    9.66697e+15
           12.8    1.00631e+14    1.53175e+13     9.6601e+15
           12.9    1.09534e+14    1.54923e+13    9.65301e+15
             13    1.19185e+14    1.56671e+13    9.64576e+15
           13.1    1.29645e+14    1.58418e+13     9.6383e+15
           13.2    1.40979e+14    1.60166e+13    9.63069e+15
           13.3    1.53256e+14    1.61913e+13    9.62288e+15
           13.4     1.6655e+14    1.63659e+13    9.61492e+15
           13.5    1.80943e+14    1.65405e+13    9.60677e+15
           13.6    1.96519e+14    1.67151e+13    9.59848e+15
           13.7    2.13373e+14    1.68895e+13    9.59002e+15
           13.8    2.31602e+14     1.7064e+13    9.58141e+15
           13.9    2.51316e+14    1.72383e+13    9.57265e+15
             14    2.72628e+14    1.74125e+13    9.56374e+15
           14.1    2.95662e+14    1.75867e+13    9.55469e+15
           14.2     3.2055e+14    1.77608e+13     9.5455e+15
           14.3    3.47436e+14    1.79347e+13    9.53617e+15
           14.4     3.7647e+14    1.81086e+13    9.52671e+15
           14.5    4.07818e+14    1.82824e+13    9.51711e+15
           14.6    4.41654e+14     1.8456e+13     9.5074e+15
           14.7    4.78168e+14    1.86295e+13    9.49756e+15
           14.8     5.1756e+14     1.8803e+13     9.4876e+15
           14.9    5.60047e+14    1.89762e+13    9.47752e+15
             15    6.05862e+14    1.91494e+13    9.46733e+15
           15.1    6.55252e+14    1.93224e+13    9.45702e+15
           15.2    7.08484e+14    1.94953e+13    9.44661e+15
           15.3    7.65844e+14    1.96681e+13    9.43609e+15
           15.4    8.27634e+14    1.98407e+13    9.42547e+15
           15.5    8.94184e+14    2.00131e+13    9.41474e+15
           15.6    9.65842e+14    2.01854e+13    9.40392e+15
           15.7    1.04298e+15    2.03575e+13      9.393e+15
           15.8    1.12601e+15    2.05295e+13    9.38199e+15
           15.9    1.21534e+15    2.07013e+13    9.37089e+15
             16    1.31144e+15    2.08729e+13     9.3597e+15
           16.1    1.41481e+15    2.10444e+13    9.34842e+15
           16.2    1.52595e+15    2.12157e+13    9.33706e+15
           16.3    1.64544e+15    2.13868e+13    9.32561e+15
           16.4    1.77386e+15    2.15577e+13    9.31409e+15
           16.5    1.91187e+15    2.17284e+13    9.30249e+15
           16.6    2.06013e+15     2.1899e+13    9.29082e+15
           16.7    2.21938e+15    2.20693e+13    9.27907e+15
           16.8     2.3904e+15    2.22395e+13    9.26725e+15
           16.9    2.57402e+15    2.24095e+13    9.25536e+15
             17    2.77112e+15    2.25792e+13     9.2434e+15
           17.1    2.98266e+15    2.27488e+13    9.23138e+15
           17.2    3.20964e+15    2.29181e+13    9.21929e+15
           17.3    3.45313e+15    2.30873e+13    9.20714e+15
           17.4    3.71429e+15    2.32562e+13    9.19493e+15
           17.5    3.99435e+15    2.34214e+13    9.18267e+15
           17.6    4.29461e+15    2.35848e+13    9.17034e+15
           17.7    4.61646e+15    2.37479e+13    9.15796e+15
           17.8    4.96138e+15    2.39107e+13    9.14553e+15
           17.9    5.33097e+15    2.40733e+13    9.13304e+15
             18    5.72691e+15    2.42357e+13     9.1205e+15
           18.1    6.15099e+15    2.43978e+13    9.10792e+15
           18.2    6.60513e+15    2.45597e+13    9.09528e+15
           18.3    7.09136e+15    2.47214e+13     9.0826e+15
           18.4    7.61186e+15    2.48827e+13    9.06988e+15
           18.5    8.16894e+15    2.50439e+13    9.05711e+15
           18.6    8.76506e+15    2.52047e+13     9.0443e+15
           18.7    9.40283e+15    2.53654e+13    9.03145e+15
           18.8     1.0085e+16    2.55257e+13    9.01856e+15
           18.9    1.08147e+16    2.56858e+13    9.00563e+15
             19    1.15948e+16    2.58457e+13    8.99267e+15
           19.1    1.24289e+16    2.60053e+13    8.97966e+15
           19.2    1.33205e+16    2.61646e+13    8.96663e+15
           19.3    1.42733e+16    2.63236e+13    8.95356e+15
           19.4    1.52915e+16    2.64824e+13    8.94046e+15
           19.5    1.63792e+16     2.6641e+13    8.92733e+15
           19.6    1.75411e+16    2.67992e+13    8.91417e+15
           19.7    1.87819e+16    2.69572e+13    8.90098e+15
           19.8    2.01069e+16    2.71149e+13    8.88776e+15
           19.9    2.15215e+16    2.72724e+13    8.87452e+15
             20    2.30315e+16    2.74296e+13    8.86125e+15
           20.1    2.46431e+16    2.75865e+13    8.84796e+15
           20.2    2.63628e+16    2.77431e+13    8.83464e+15
           20.3    2.81975e+16    2.78995e+13     8.8213e+15
           20.4    3.01546e+16    2.80556e+13    8.80794e+15
           20.5    3.22421e+16    2.82114e+13    8.79456e+15
           20.6    3.44681e+16    2.83669e+13    8.78116e+15
           20.7    3.68415e+16    2.85222e+13    8.76774e+15
           20.8    3.93716e+16    2.86772e+13     8.7543e+15
           20.9    4.20685e+16    2.88319e+13    8.74084e+15
             21    4.49425e+16    2.89863e+13    8.72737e+15
           21.1    4.80049e+16    2.91404e+13    8.71388e+15
           21.2    5.12675e+16    2.92943e+13    8.70038e+15
           21.3    5.47429e+16    2.94478e+13    8.68687e+15
           21.4    5.84443e+16    2.96011e+13    8.67334e+15
           21.5    6.23859e+16    2.97541e+13     8.6598e+15
           21.6    6.65826e+16    2.99068e+13    8.64625e+15
           21.7    7.10502e+16    3.00593e+13    8.63268e+15
           21.8    7.58056e+16    3.02114e+13    8.61911e+15
           21.9    8.08665e+16    3.03633e+13    8.60553e+15
             22    8.62517e+16    3.05149e+13    8.59194e+15
           22.1    9.19811e+16    3.06662e+13    8.57834e+15
           22.2     9.8076e+16    3.08172e+13    8.56473e+15
           22.3    1.04559e+17    3.09679e+13    8.55112e+15
           22.4    1.11453e+17    3.11183e+13     8.5375e+15
           22.5    1.18783e+17    3.12685e+13    8.52388e+15
           22.6    1.26577e+17    3.14183e+13    8.51025e+15
           22.7    1.34861e+17    3.15679e+13    8.49662e+15
           22.8    1.43667e+17    3.17171e+13    8.48298e+15
           22.9    1.53025e+17    3.18661e+13    8.46934e+15
             23    1.62968e+17    3.20148e+13     8.4557e+15
           23.1    1.73531e+17    3.21632e+13    8.44206e+15
           23.2    1.84753e+17    3.23113e+13    8.42841e+15
           23.3    1.96671e+17    3.24591e+13    8.41477e+15
           23.4    2.09329e+17    3.26067e+13    8.40112e+15
           23.5    2.22769e+17    3.27539e+13    8.38748e+15
           23.6    2.37038e+17    3.29008e+13    8.37383e+15
           23.7    2.52186e+17    3.30475e+13    8.36019e+15
           23.8    2.68263e+17    3.31939e+13    8.34655e+15
           23.9    2.85326e+17    3.33399e+13    8.33291e+15
             24    3.03432e+17    3.34857e+13    8.31927e+15
           24.1    3.22642e+17    3.36312e+13    8.30564e+15
           24.2    3.43021e+17    3.37764e+13    8.29201e+15
           24.3    3.64638e+17    3.39213e+13    8.27839e+15
           24.4    3.87564e+17    3.40659e+13    8.26477e+15
           24.5    4.11876e+17    3.42102e+13    8.25115e+15
           24.6    4.37654e+17    3.43542e+13    8.23754e+15
           24.7    4.64983e+17    3.44979e+13    8.22394e+15
           24.8    4.93953e+17    3.46413e+13    8.21034e+15
           24.9    5.24659e+17    3.47845e+13    8.19675e+15
             25    5.57201e+17    3.49273e+13    8.18316e+15
           25.1    5.91683e+17    3.50698e+13    8.16958e+15
           25.2    6.28218e+17    3.52121e+13    8.15601e+15
           25.3    6.66922e+17    3.53541e+13    8.14245e+15
           25.4     7.0792e+17    3.54957e+13     8.1289e+15
           25.5    7.51342e+17    3.56371e+13    8.11535e+15
           25.6    7.97326e+17    3.57782e+13    8.10182e+15
           25.7    8.46017e+17     3.5919e+13    8.08829e+15
           25.8    8.97569e+17    3.60594e+13    8.07478e+15
           25.9    9.52143e+17    3.61996e+13    8.06127e+15
             26    1.00991e+18    3.63395e+13    8.04777e+15
           26.1    1.07105e+18    3.64792e+13    8.03429e+15
           26.2    1.13575e+18    3.66185e+13    8.02082e+15
           26.3    1.20421e+18    3.67575e+13    8.00735e+15
           26.4    1.27664e+18    3.68962e+13     7.9939e+15
           26.5    1.35327e+18    3.70347e+13    7.98046e+15
           26.6    1.43432e+18    3.71728e+13    7.96703e+15
           26.7    1.52004e+18    3.73107e+13    7.95362e+15
           26.8     1.6107e+18    3.74483e+13    7.94022e+15
           26.9    1.70655e+18    3.75855e+13    7.92683e+15
             27     1.8079e+18    3.77225e+13    7.91345e+15
           27.1    1.91505e+18    3.78592e+13    7.90009e+15
           27.2     2.0283e+18    3.79956e+13    7.88674e+15
           27.3    2.14801e+18    3.81317e+13    7.87341e+15
           27.4    2.27451e+18    3.82675e+13    7.86008e+15
           27.5    2.40819e+18     3.8403e+13    7.84678e+15
           27.6    2.54944e+18    3.85383e+13    7.83349e+15
           27.7    2.69866e+18    3.86732e+13    7.82021e+15
           27.8    2.85629e+18    3.88079e+13    7.80695e+15
           27.9    3.02279e+18    3.89422e+13     7.7937e+15
             28    3.19863e+18    3.90763e+13    7.78047e+15
           28.1    3.38433e+18    3.92101e+13    7.76725e+15
           28.2    3.58041e+18    3.93436e+13    7.75405e+15
           28.3    3.78743e+18    3.94768e+13    7.74087e+15
           28.4    4.00598e+18    3.96097e+13     7.7277e+15
           28.5    4.23667e+18    3.97424e+13    7.71455e+15
           28.6    4.48017e+18    3.98747e+13    7.70141e+15
           28.7    4.73714e+18    4.00068e+13     7.6883e+15
           28.8    5.00832e+18    4.01385e+13    7.67519e+15
           28.9    5.29445e+18      4.027e+13    7.66211e+15
             29    5.59632e+18    4.04012e+13    7.64904e+15
           29.1    5.91479e+18    4.05321e+13    7.63599e+15
           29.2    6.25071e+18    4.06628e+13    7.62296e+15
           29.3    6.60501e+18    4.07931e+13    7.60995e+15
           29.4    6.97867e+18    4.09231e+13    7.59695e+15
           29.5     7.3727e+18    4.10529e+13    7.58397e+15
           29.6    7.78816e+18    4.11824e+13    7.57101e+15
           29.7    8.22619e+18    4.13116e+13    7.55807e+15
           29.8    8.68796e+18    4.14405e+13    7.54515e+15
           29.9    9.17471e+18    4.15691e+13    7.53224e+15
             30    9.68774e+18    4.16975e+13    7.51936e+15
           30.1    1.02284e+19    4.18256e+13    7.50649e+15
           30.2    1.07982e+19    4.19533e+13    7.49364e+15
           30.3    1.13986e+19    4.20808e+13    7.48081e+15
           30.4    1.20311e+19    4.22081e+13      7.468e+15
           30.5    1.26975e+19     4.2335e+13    7.45521e+15
           30.6    1.33995e+19    4.24617e+13    7.44244e+15
           30.7    1.41388e+19     4.2588e+13    7.42969e+15
           30.8    1.49175e+19    4.27141e+13    7.41695e+15
           30.9    1.57376e+19      4.284e+13    7.40424e+15
             31    1.66011e+19    4.29655e+13    7.39155e+15
           31.1    1.75103e+19    4.30908e+13    7.37888e+15
           31.2    1.84676e+19    4.32157e+13    7.36622e+15
           31.3    1.94753e+19    4.33404e+13    7.35359e+15
           31.4     2.0536e+19    4.34649e+13    7.34098e+15
           31.5    2.16524e+19     4.3589e+13    7.32838e+15
           31.6    2.28273e+19    4.37129e+13    7.31581e+15
           31.7    2.40638e+19    4.38365e+13    7.30326e+15
           31.8    2.53648e+19    4.39598e+13    7.29073e+15
           31.9    2.67337e+19    4.40828e+13    7.27822e+15
             32    2.81738e+19    4.42056e+13    7.26573e+15
           32.1    2.96888e+19    4.43281e+13    7.25326e+15
           32.2    3.12824e+19    4.44503e+13    7.24081e+15
           32.3    3.29584e+19    4.45723e+13    7.22838e+15
           32.4    3.47211e+19    4.46939e+13    7.21598e+15
           32.5    3.65747e+19    4.48153e+13    7.20359e+15
           32.6    3.85238e+19    4.49365e+13    7.19123e+15
           32.7    4.05731e+19    4.50573e+13    7.17888e+15
           32.8    4.27276e+19    4.51779e+13    7.16656e+15
           32.9    4.49924e+19    4.52982e+13    7.15426e+15
             33    4.73731e+19    4.54183e+13    7.14198e+15
           33.1    4.98753e+19     4.5538e+13    7.12972e+15
           33.2    5.25051e+19    4.56575e+13    7.11749e+15
           33.3    5.52686e+19    4.57768e+13    7.10527e+15
           33.4    5.81726e+19    4.58957e+13    7.09308e+15
           33.5    6.12237e+19    4.60144e+13     7.0809e+15
           33.6    6.44293e+19    4.61329e+13    7.06875e+15
           33.7    6.77969e+19     4.6251e+13    7.05662e+15
           33.8    7.13344e+19    4.63689e+13    7.04452e+15
           33.9      7.505e+19    4.64865e+13    7.03243e+15
             34    7.89523e+19    4.66039e+13    7.02037e+15
           34.1    8.30506e+19     4.6721e+13    7.00832e+15
           34.2    8.73542e+19    4.68378e+13     6.9963e+15
           34.3     9.1873e+19    4.69544e+13    6.98431e+15
           34.4    9.66175e+19    4.70707e+13    6.97233e+15
           34.5    1.01598e+20    4.71867e+13    6.96037e+15
           34.6    1.06827e+20    4.73025e+13    6.94844e+15
           34.7    1.12316e+20     4.7418e+13    6.93653e+15
           34.8    1.18077e+20    4.75333e+13    6.92464e+15
           34.9    1.24123e+20    4.76483e+13    6.91277e+15
             35    1.30468e+20     4.7763e+13    6.90093e+15
           35.1    1.37127e+20    4.78775e+13    6.88911e+15
           35.2    1.44113e+20    4.79917e+13    6.87731e+15
           35.3    1.51443e+20    4.81056e+13    6.86553e+15
           35.4    1.59133e+20    4.82193e+13    6.85377e+15
           35.5      1.672e+20    4.83328e+13    6.84204e+15
           35.6    1.75662e+20    4.84459e+13    6.83033e+15
           35.7    1.84538e+20    4.85589e+13    6.81864e+15
           35.8    1.93846e+20    4.86715e+13    6.80697e+15
           35.9    2.03608e+20    4.87839e+13    6.79532e+15
             36    2.13845e+20    4.88961e+13     6.7837e+15
           36.1    2.24579e+20     4.9008e+13     6.7721e+15
           36.2    2.35834e+20    4.91196e+13    6.76052e+15
           36.3    2.47633e+20     4.9231e+13    6.74896e+15
           36.4    2.60002e+20    4.93421e+13    6.73743e+15
           36.5    2.72968e+20     4.9453e+13    6.72592e+15
           36.6    2.86558e+20    4.95636e+13    6.71443e+15
           36.7    3.00802e+20     4.9674e+13    6.70296e+15
           36.8     3.1573e+20    4.97841e+13    6.69152e+15
           36.9    3.31374e+20     4.9894e+13    6.68009e+15
             37    3.47767e+20    5.00036e+13    6.66869e+15
           37.1    3.64942e+20     5.0113e+13    6.65731e+15
           37.2    3.82938e+20    5.02221e+13    6.64596e+15
           37.3     4.0179e+20    5.03309e+13    6.63463e+15
           37.4     4.2154e+20    5.04395e+13    6.62331e+15
           37.5    4.42227e+20    5.05479e+13    6.61202e+15
           37.6    4.63895e+20     5.0656e+13    6.60076e+15
           37.7    4.86589e+20    5.07639e+13    6.58951e+15
           37.8    5.10356e+20    5.08715e+13    6.57829e+15
           37.9    5.35244e+20    5.09789e+13    6.56709e+15
             38    5.61305e+20    5.10861e+13    6.55591e+15
           38.1    5.88593e+20    5.11929e+13    6.54476e+15
           38.2    6.17162e+20    5.12996e+13    6.53362e+15
           38.3    6.47071e+20     5.1406e+13    6.52251e+15
           38.4    6.78381e+20    5.15121e+13    6.51142e+15
           38.5    7.11156e+20     5.1618e+13    6.50036e+15
           38.6     7.4546e+20    5.17237e+13    6.48931e+15
           38.7    7.81364e+20    5.18291e+13    6.47829e+15
           38.8    8.18938e+20    5.19343e+13    6.46729e+15
           38.9     8.5826e+20    5.20393e+13    6.45631e+15
             39    8.99406e+20     5.2144e+13    6.44536e+15
           39.1    9.42459e+20    5.22484e+13    6.43442e+15
           39.2    9.87504e+20    5.23527e+13    6.42351e+15
           39.3    1.03463e+21    5.24566e+13    6.41262e+15
           39.4    1.08393e+21     5.2557e+13    6.40175e+15
           39.5     1.1355e+21    5.26538e+13    6.39091e+15
           39.6    1.18944e+21    5.27504e+13    6.38008e+15
           39.7    1.24586e+21    5.28467e+13    6.36928e+15
           39.8    1.30487e+21    5.29429e+13     6.3585e+15
           39.9    1.36658e+21    5.30388e+13    6.34775e+15
             40    1.43111e+21    5.31345e+13    6.33701e+15
           40.1    1.49858e+21    5.32299e+13     6.3263e+15
           40.2    1.56913e+21    5.33251e+13    6.31561e+15
           40.3     1.6429e+21    5.34202e+13    6.30494e+15
           40.4    1.72001e+21    5.35149e+13    6.29429e+15
           40.5    1.80063e+21    5.36095e+13    6.28366e+15
           40.6    1.88489e+21    5.37039e+13    6.27306e+15
           40.7    1.97298e+21     5.3798e+13    6.26248e+15
           40.8    2.06504e+21    5.38919e+13    6.25192e+15
           40.9    2.16125e+21    5.39856e+13    6.24138e+15
             41     2.2618e+21     5.4079e+13    6.23086e+15
           41.1    2.36688e+21    5.41723e+13    6.22036e+15
           41.2    2.47667e+21    5.42653e+13    6.20989e+15
           41.3    2.59139e+21    5.43581e+13    6.19944e+15
           41.4    2.71125e+21    5.44507e+13    6.18901e+15
           41.5    2.83647e+21     5.4543e+13     6.1786e+15
           41.6    2.96729e+21    5.46352e+13    6.16821e+15
           41.7    3.10394e+21    5.47271e+13    6.15785e+15
           41.8    3.24667e+21    5.48188e+13     6.1475e+15
           41.9    3.39575e+21    5.49103e+13    6.13718e+15
             42    3.55146e+21    5.50016e+13    6.12688e+15
           42.1    3.71407e+21    5.50927e+13     6.1166e+15
           42.2    3.88388e+21    5.51836e+13    6.10634e+15
           42.3     4.0612e+21    5.52742e+13    6.09611e+15
           42.4    4.24636e+21    5.53647e+13    6.08589e+15
           42.5    4.43968e+21    5.54549e+13     6.0757e+15
           42.6    4.64151e+21    5.55449e+13    6.06552e+15
           42.7    4.85222e+21    5.56347e+13    6.05537e+15
           42.8    5.07218e+21    5.57243e+13    6.04524e+15
           42.9    5.30179e+21    5.58137e+13    6.03513e+15
             43    5.54145e+21    5.59028e+13    6.02505e+15
           43.1    5.79159e+21    5.59918e+13    6.01498e+15
           43.2    6.05266e+21    5.60806e+13    6.00493e+15
           43.3    6.32512e+21    5.61691e+13    5.99491e+15
           43.4    6.60944e+21    5.62574e+13     5.9849e+15
           43.5    6.90612e+21    5.63456e+13    5.97492e+15
           43.6    7.21569e+21    5.64335e+13    5.96496e+15
           43.7    7.53869e+21    5.65212e+13    5.95502e+15
           43.8    7.87568e+21    5.66087e+13     5.9451e+15
           43.9    8.22724e+21     5.6696e+13     5.9352e+15
             44    8.59399e+21    5.67831e+13    5.92532e+15
           44.1    8.97656e+21      5.687e+13    5.91547e+15
           44.2    9.37561e+21    5.69567e+13    5.90563e+15
           44.3    9.79182e+21    5.70432e+13    5.89582e+15
           44.4    1.02259e+22    5.71295e+13    5.88602e+15
           44.5    1.06786e+22    5.72156e+13    5.87625e+15
           44.6    1.11507e+22    5.73015e+13    5.86649e+15
           44.7    1.16431e+22    5.73872e+13    5.85676e+15
           44.8    1.21564e+22    5.74727e+13    5.84705e+15
           44.9    1.26917e+22     5.7558e+13    5.83736e+15
             45    1.32497e+22     5.7643e+13    5.82768e+15
           45.1    1.38315e+22    5.77279e+13    5.81803e+15
           45.2    1.44381e+22    5.78126e+13     5.8084e+15
           45.3    1.50704e+22    5.78971e+13    5.79879e+15
           45.4    1.57295e+22    5.79814e+13     5.7892e+15
           45.5    1.64164e+22    5.80655e+13    5.77963e+15
           45.6    1.71325e+22    5.81494e+13    5.77009e+15
           45.7    1.78787e+22    5.82331e+13    5.76056e+15
           45.8    1.86564e+22    5.83121e+13    5.75105e+15
           45.9    1.94669e+22    5.83899e+13    5.74156e+15
             46    2.03115e+22    5.84675e+13    5.73209e+15
           46.1    2.11915e+22     5.8545e+13    5.72264e+15
           46.2    2.21084e+22    5.86222e+13    5.71321e+15
           46.3    2.30637e+22    5.86992e+13    5.70381e+15
           46.4     2.4059e+22    5.87761e+13    5.69442e+15
           46.5    2.50959e+22    5.88528e+13    5.68505e+15
           46.6    2.61761e+22    5.89293e+13     5.6757e+15
           46.7    2.73012e+22    5.90056e+13    5.66637e+15
           46.8    2.84732e+22    5.90817e+13    5.65706e+15
           46.9    2.96939e+22    5.91577e+13    5.64778e+15
             47    3.09652e+22    5.92335e+13    5.63851e+15
           47.1    3.22893e+22    5.93091e+13    5.62926e+15
           47.2    3.36681e+22    5.93845e+13    5.62003e+15
           47.3     3.5104e+22    5.94597e+13    5.61082e+15
           47.4    3.65992e+22    5.95348e+13    5.60163e+15
           47.5     3.8156e+22    5.96096e+13    5.59246e+15
           47.6     3.9777e+22    5.96843e+13     5.5833e+15
           47.7    4.14646e+22    5.97588e+13    5.57417e+15
           47.8    4.32216e+22    5.98332e+13    5.56506e+15
