Names Translation Tables (<short name> - <original name>):
Wells:
   W1 - WR
   W2 - WP
Bimolecular products:
   P1 - C5H5CH3-1+OH
   P2 - C5H4CH3+H2O
Inner Barriers:
   B1 - B2
Outer Barriers:
   C1 - B1
   C2 - B3
    E, kcal/mol    D, mol/kcal         W1->W2         W1->P1
          260.7    2.31686e+41    6.52362e+14    4.67696e+15
          260.8    2.34641e+41    6.52308e+14    4.67362e+15
          260.9    2.37633e+41    6.52255e+14    4.67028e+15
            261    2.40662e+41    6.52201e+14    4.66694e+15
          261.1    2.43729e+41    6.52147e+14    4.66361e+15
          261.2    2.46834e+41    6.52093e+14    4.66029e+15
          261.3    2.49977e+41    6.52039e+14    4.65696e+15
          261.4    2.53159e+41    6.51985e+14    4.65364e+15
          261.5    2.56381e+41    6.51932e+14    4.65032e+15
          261.6    2.59643e+41    6.51878e+14    4.64701e+15
          261.7    2.62946e+41    6.51824e+14    4.64369e+15
          261.8    2.66289e+41     6.5177e+14    4.64039e+15
          261.9    2.69674e+41    6.51716e+14    4.63708e+15
            262    2.73101e+41    6.51662e+14    4.63378e+15
          262.1     2.7657e+41    6.51608e+14    4.63048e+15
          262.2    2.80083e+41    6.51554e+14    4.62718e+15
          262.3    2.83639e+41      6.515e+14    4.62389e+15
          262.4    2.87239e+41    6.51446e+14     4.6206e+15
          262.5    2.90883e+41    6.51392e+14    4.61731e+15
          262.6    2.94573e+41    6.51337e+14    4.61403e+15
          262.7    2.98308e+41    6.51283e+14    4.61075e+15
          262.8    3.02089e+41    6.51229e+14    4.60748e+15
          262.9    3.05917e+41    6.51175e+14     4.6042e+15
            263    3.09793e+41    6.51121e+14    4.60093e+15
          263.1    3.13716e+41    6.51067e+14    4.59766e+15
          263.2    3.17688e+41    6.51012e+14     4.5944e+15
          263.3    3.21709e+41    6.50958e+14    4.59114e+15
          263.4    3.25779e+41    6.50904e+14    4.58788e+15
          263.5      3.299e+41     6.5085e+14    4.58463e+15
          263.6    3.34072e+41    6.50795e+14    4.58138e+15
          263.7    3.38295e+41    6.50741e+14    4.57813e+15
          263.8     3.4257e+41    6.50687e+14    4.57488e+15
          263.9    3.46898e+41    6.50632e+14    4.57164e+15
            264    3.51279e+41    6.50578e+14     4.5684e+15
          264.1    3.55714e+41    6.50524e+14    4.56517e+15
          264.2    3.60204e+41    6.50469e+14    4.56194e+15
          264.3    3.64749e+41    6.50415e+14    4.55871e+15
          264.4     3.6935e+41    6.50361e+14    4.55548e+15
          264.5    3.74008e+41    6.50306e+14    4.55226e+15
          264.6    3.78723e+41    6.50252e+14    4.54904e+15
          264.7    3.83496e+41    6.50197e+14    4.54582e+15
          264.8    3.88327e+41    6.50143e+14    4.54261e+15
          264.9    3.93218e+41    6.50088e+14     4.5394e+15
            265    3.98169e+41    6.50034e+14    4.53619e+15
          265.1    4.03181e+41    6.49979e+14    4.53298e+15
          265.2    4.08254e+41    6.49925e+14    4.52978e+15
          265.3     4.1339e+41     6.4987e+14    4.52658e+15
          265.4    4.18588e+41    6.49815e+14    4.52339e+15
          265.5    4.23851e+41    6.49761e+14     4.5202e+15
          265.6    4.29178e+41    6.49706e+14    4.51701e+15
          265.7     4.3457e+41    6.49652e+14    4.51382e+15
          265.8    4.40028e+41    6.49597e+14    4.51064e+15
          265.9    4.45554e+41    6.49542e+14    4.50746e+15
            266    4.51147e+41    6.49488e+14    4.50428e+15
          266.1    4.56808e+41    6.49433e+14    4.50111e+15
          266.2    4.62539e+41    6.49378e+14    4.49794e+15
          266.3    4.68339e+41    6.49323e+14    4.49477e+15
          266.4    4.74211e+41    6.49269e+14    4.49161e+15
          266.5    4.80155e+41    6.49214e+14    4.48844e+15
          266.6    4.86171e+41    6.49159e+14    4.48529e+15
          266.7    4.92261e+41    6.49104e+14    4.48213e+15
          266.8    4.98425e+41    6.49049e+14    4.47898e+15
          266.9    5.04665e+41    6.48995e+14    4.47583e+15
            267     5.1098e+41     6.4894e+14    4.47268e+15
          267.1    5.17373e+41    6.48885e+14    4.46954e+15
          267.2    5.23844e+41     6.4883e+14     4.4664e+15
          267.3    5.30394e+41    6.48775e+14    4.46326e+15
          267.4    5.37023e+41     6.4872e+14    4.46013e+15
          267.5    5.43734e+41    6.48665e+14    4.45699e+15
          267.6    5.50526e+41     6.4861e+14    4.45387e+15
          267.7    5.57401e+41    6.48555e+14    4.45074e+15
          267.8     5.6436e+41      6.485e+14    4.44762e+15
          267.9    5.71403e+41    6.48445e+14     4.4445e+15
            268    5.78532e+41     6.4839e+14    4.44138e+15
          268.1    5.85748e+41    6.48335e+14    4.43827e+15
          268.2    5.93052e+41     6.4828e+14    4.43516e+15
          268.3    6.00445e+41    6.48225e+14    4.43205e+15
          268.4    6.07927e+41     6.4817e+14    4.42895e+15
          268.5    6.15501e+41    6.48115e+14    4.42585e+15
          268.6    6.23166e+41     6.4806e+14    4.42275e+15
          268.7    6.30925e+41    6.48005e+14    4.41965e+15
          268.8    6.38778e+41     6.4795e+14    4.41656e+15
          268.9    6.46726e+41    6.47895e+14    4.41347e+15
            269    6.54771e+41    6.47839e+14    4.41038e+15
          269.1    6.62913e+41    6.47784e+14     4.4073e+15
          269.2    6.71154e+41    6.47729e+14    4.40422e+15
          269.3    6.79495e+41    6.47674e+14    4.40114e+15
          269.4    6.87937e+41    6.47619e+14    4.39806e+15
          269.5    6.96482e+41    6.47563e+14    4.39499e+15
          269.6     7.0513e+41    6.47508e+14    4.39192e+15
          269.7    7.13883e+41    6.47453e+14    4.38886e+15
          269.8    7.22741e+41    6.47398e+14    4.38579e+15
          269.9    7.31707e+41    6.47342e+14    4.38273e+15
            270    7.40782e+41    6.47287e+14    4.37968e+15
          270.1    7.49966e+41    6.47232e+14    4.37662e+15
          270.2    7.59261e+41    6.47176e+14    4.37357e+15
          270.3    7.68669e+41    6.47121e+14    4.37052e+15
          270.4     7.7819e+41    6.47066e+14    4.36748e+15
          270.5    7.87827e+41     6.4701e+14    4.36443e+15
          270.6     7.9758e+41    6.46955e+14    4.36139e+15
          270.7     8.0745e+41    6.46899e+14    4.35836e+15
          270.8     8.1744e+41    6.46844e+14    4.35532e+15
          270.9     8.2755e+41    6.46788e+14    4.35229e+15
            271    8.37783e+41    6.46733e+14    4.34926e+15
          271.1    8.48138e+41    6.46677e+14    4.34624e+15
          271.2    8.58619e+41    6.46622e+14    4.34321e+15
          271.3    8.69226e+41    6.46566e+14    4.34019e+15
          271.4    8.79961e+41    6.46511e+14    4.33718e+15
          271.5    8.90825e+41    6.46455e+14    4.33416e+15
          271.6     9.0182e+41      6.464e+14    4.33115e+15
          271.7    9.12947e+41    6.46344e+14    4.32814e+15
          271.8    9.24208e+41    6.46289e+14    4.32514e+15
          271.9    9.35605e+41    6.46233e+14    4.32213e+15
            272    9.47139e+41    6.46178e+14    4.31913e+15
          272.1    9.58811e+41    6.46122e+14    4.31614e+15
          272.2    9.70624e+41    6.46066e+14    4.31314e+15
          272.3    9.82579e+41    6.46011e+14    4.31015e+15
          272.4    9.94677e+41    6.45955e+14    4.30716e+15
          272.5    1.00692e+42    6.45899e+14    4.30418e+15
          272.6    1.01931e+42    6.45844e+14    4.30119e+15
          272.7    1.03185e+42    6.45788e+14    4.29821e+15
          272.8    1.04454e+42    6.45732e+14    4.29524e+15
          272.9    1.05738e+42    6.45676e+14    4.29226e+15
            273    1.07038e+42    6.45621e+14    4.28929e+15
          273.1    1.08353e+42    6.45565e+14    4.28632e+15
          273.2    1.09684e+42    6.45509e+14    4.28336e+15
          273.3    1.11031e+42    6.45453e+14    4.28039e+15
          273.4    1.12394e+42    6.45398e+14    4.27743e+15
          273.5    1.13773e+42    6.45342e+14    4.27447e+15
          273.6    1.15169e+42    6.45286e+14    4.27152e+15
          273.7    1.16582e+42     6.4523e+14    4.26857e+15
          273.8    1.18011e+42    6.45174e+14    4.26562e+15
          273.9    1.19458e+42    6.45118e+14    4.26267e+15
            274    1.20922e+42    6.45062e+14    4.25973e+15
          274.1    1.22403e+42    6.45007e+14    4.25679e+15
          274.2    1.23902e+42    6.44951e+14    4.25385e+15
          274.3    1.25419e+42    6.44895e+14    4.25091e+15
          274.4    1.26955e+42    6.44839e+14    4.24798e+15
          274.5    1.28508e+42    6.44783e+14    4.24505e+15
          274.6     1.3008e+42    6.44727e+14    4.24212e+15
          274.7    1.31671e+42    6.44671e+14     4.2392e+15
          274.8    1.33281e+42    6.44615e+14    4.23628e+15
          274.9    1.34909e+42    6.44559e+14    4.23336e+15
            275    1.36558e+42    6.44503e+14    4.23044e+15
          275.1    1.38226e+42    6.44447e+14    4.22753e+15
          275.2    1.39914e+42    6.44391e+14    4.22462e+15
          275.3    1.41622e+42    6.44335e+14    4.22171e+15
          275.4     1.4335e+42    6.44279e+14    4.21881e+15
          275.5    1.45099e+42    6.44222e+14     4.2159e+15
          275.6    1.46869e+42    6.44166e+14      4.213e+15
          275.7    1.48659e+42     6.4411e+14    4.21011e+15
          275.8    1.50471e+42    6.44054e+14    4.20721e+15
          275.9    1.52305e+42    6.43998e+14    4.20432e+15
            276     1.5416e+42    6.43942e+14    4.20143e+15
          276.1    1.56038e+42    6.43886e+14    4.19855e+15
          276.2    1.57938e+42     6.4383e+14    4.19566e+15
          276.3     1.5986e+42    6.43773e+14    4.19278e+15
          276.4    1.61805e+42    6.43717e+14     4.1899e+15
          276.5    1.63773e+42    6.43661e+14    4.18703e+15
          276.6    1.65765e+42    6.43605e+14    4.18415e+15
          276.7     1.6778e+42    6.43548e+14    4.18128e+15
          276.8    1.69819e+42    6.43492e+14    4.17842e+15
          276.9    1.71883e+42    6.43436e+14    4.17555e+15
            277     1.7397e+42     6.4338e+14    4.17269e+15
          277.1    1.76083e+42    6.43323e+14    4.16983e+15
          277.2     1.7822e+42    6.43267e+14    4.16697e+15
          277.3    1.80383e+42    6.43211e+14    4.16412e+15
          277.4    1.82572e+42    6.43154e+14    4.16127e+15
          277.5    1.84786e+42    6.43098e+14    4.15842e+15
          277.6    1.87026e+42    6.43042e+14    4.15558e+15
          277.7    1.89293e+42    6.42985e+14    4.15273e+15
          277.8    1.91587e+42    6.42929e+14    4.14989e+15
          277.9    1.93908e+42    6.42873e+14    4.14705e+15
            278    1.96257e+42    6.42816e+14    4.14422e+15
          278.1    1.98633e+42     6.4276e+14    4.14139e+15
          278.2    2.01037e+42    6.42703e+14    4.13856e+15
          278.3    2.03469e+42    6.42647e+14    4.13573e+15
          278.4    2.05931e+42     6.4259e+14     4.1329e+15
          278.5    2.08421e+42    6.42534e+14    4.13008e+15
          278.6    2.10941e+42    6.42478e+14    4.12726e+15
          278.7     2.1349e+42    6.42421e+14    4.12444e+15
          278.8     2.1607e+42    6.42365e+14    4.12163e+15
          278.9     2.1868e+42    6.42308e+14    4.11882e+15
            279     2.2132e+42    6.42252e+14    4.11601e+15
          279.1    2.23992e+42    6.42195e+14     4.1132e+15
          279.2    2.26695e+42    6.42138e+14     4.1104e+15
          279.3     2.2943e+42    6.42082e+14     4.1076e+15
          279.4    2.32197e+42    6.42025e+14     4.1048e+15
          279.5    2.34997e+42    6.41969e+14      4.102e+15
          279.6     2.3783e+42    6.41912e+14    4.09921e+15
          279.7    2.40696e+42    6.41856e+14    4.09642e+15
          279.8    2.43596e+42    6.41799e+14    4.09363e+15
          279.9    2.46529e+42    6.41742e+14    4.09085e+15
            280    2.49498e+42    6.41686e+14    4.08806e+15
          280.1    2.52501e+42    6.41629e+14    4.08528e+15
          280.2    2.55539e+42    6.41572e+14     4.0825e+15
          280.3    2.58613e+42    6.41516e+14    4.07973e+15
          280.4    2.61723e+42    6.41459e+14    4.07696e+15
          280.5     2.6487e+42    6.41402e+14    4.07419e+15
          280.6    2.68053e+42    6.41346e+14    4.07142e+15
          280.7    2.71274e+42    6.41289e+14    4.06865e+15
          280.8    2.74533e+42    6.41232e+14    4.06589e+15
          280.9     2.7783e+42    6.41175e+14    4.06313e+15
            281    2.81165e+42    6.41119e+14    4.06037e+15
          281.1     2.8454e+42    6.41062e+14    4.05762e+15
          281.2    2.87954e+42    6.41005e+14    4.05487e+15
          281.3    2.91407e+42    6.40948e+14    4.05212e+15
          281.4    2.94902e+42    6.40892e+14    4.04937e+15
          281.5    2.98437e+42    6.40835e+14    4.04662e+15
          281.6    3.02014e+42    6.40778e+14    4.04388e+15
          281.7    3.05632e+42    6.40721e+14    4.04114e+15
          281.8    3.09293e+42    6.40664e+14    4.03841e+15
          281.9    3.12996e+42    6.40607e+14    4.03567e+15
            282    3.16743e+42    6.40551e+14    4.03294e+15
          282.1    3.20533e+42    6.40494e+14    4.03021e+15
          282.2    3.24368e+42    6.40437e+14    4.02748e+15
          282.3    3.28247e+42     6.4038e+14    4.02476e+15
          282.4    3.32172e+42    6.40323e+14    4.02204e+15
          282.5    3.36143e+42    6.40266e+14    4.01932e+15
          282.6    3.40159e+42    6.40209e+14     4.0166e+15
          282.7    3.44223e+42    6.40152e+14    4.01389e+15
          282.8    3.48334e+42    6.40095e+14    4.01117e+15
          282.9    3.52493e+42    6.40038e+14    4.00846e+15
            283      3.567e+42    6.39981e+14    4.00576e+15
          283.1    3.60957e+42    6.39924e+14    4.00305e+15
          283.2    3.65262e+42    6.39867e+14    4.00035e+15
          283.3    3.69618e+42     6.3981e+14    3.99765e+15
          283.4    3.74025e+42    6.39753e+14    3.99495e+15
          283.5    3.78483e+42    6.39696e+14    3.99226e+15
          283.6    3.82993e+42    6.39639e+14    3.98957e+15
          283.7    3.87555e+42    6.39582e+14    3.98688e+15
          283.8     3.9217e+42    6.39525e+14    3.98419e+15
          283.9    3.96839e+42    6.39468e+14    3.98151e+15
            284    4.01562e+42    6.39411e+14    3.97883e+15
          284.1     4.0634e+42    6.39354e+14    3.97615e+15
          284.2    4.11173e+42    6.39297e+14    3.97347e+15
          284.3    4.16062e+42     6.3924e+14    3.97079e+15
          284.4    4.21008e+42    6.39183e+14    3.96812e+15
          284.5    4.26012e+42    6.39125e+14    3.96545e+15
          284.6    4.31073e+42    6.39068e+14    3.96278e+15
          284.7    4.36193e+42    6.39011e+14    3.96012e+15
          284.8    4.41373e+42    6.38954e+14    3.95746e+15
          284.9    4.46612e+42    6.38897e+14     3.9548e+15
            285    4.51912e+42     6.3884e+14    3.95214e+15
          285.1    4.57274e+42    6.38783e+14    3.94948e+15
          285.2    4.62697e+42    6.38725e+14    3.94683e+15
          285.3    4.68184e+42    6.38668e+14    3.94418e+15
          285.4    4.73733e+42    6.38611e+14    3.94153e+15
          285.5    4.79347e+42    6.38554e+14    3.93889e+15
          285.6    4.85026e+42    6.38496e+14    3.93624e+15
          285.7    4.90771e+42    6.38439e+14     3.9336e+15
          285.8    4.96582e+42    6.38382e+14    3.93097e+15
          285.9     5.0246e+42    6.38325e+14    3.92833e+15
            286    5.08405e+42    6.38267e+14     3.9257e+15
          286.1     5.1442e+42     6.3821e+14    3.92307e+15
          286.2    5.20504e+42    6.38153e+14    3.92044e+15
          286.3    5.26658e+42    6.38095e+14    3.91781e+15
          286.4    5.32883e+42    6.38038e+14    3.91519e+15
          286.5     5.3918e+42    6.37981e+14    3.91257e+15
          286.6    5.45549e+42    6.37924e+14    3.90995e+15
          286.7    5.51992e+42    6.37866e+14    3.90733e+15
          286.8    5.58509e+42    6.37809e+14    3.90472e+15
          286.9    5.65101e+42    6.37751e+14     3.9021e+15
            287    5.71769e+42    6.37694e+14    3.89949e+15
          287.1    5.78514e+42    6.37637e+14    3.89689e+15
          287.2    5.85336e+42    6.37579e+14    3.89428e+15
          287.3    5.92237e+42    6.37522e+14    3.89168e+15
          287.4    5.99217e+42    6.37465e+14    3.88908e+15
          287.5    6.06278e+42    6.37407e+14    3.88648e+15
          287.6     6.1342e+42     6.3735e+14    3.88389e+15
          287.7    6.20643e+42    6.37292e+14     3.8813e+15
          287.8     6.2795e+42    6.37235e+14     3.8787e+15
          287.9    6.35341e+42    6.37177e+14    3.87612e+15
            288    6.42816e+42     6.3712e+14    3.87353e+15
          288.1    6.50378e+42    6.37062e+14    3.87095e+15
          288.2    6.58026e+42    6.37005e+14    3.86837e+15
          288.3    6.65762e+42    6.36947e+14    3.86579e+15
          288.4    6.73586e+42     6.3689e+14    3.86321e+15
          288.5      6.815e+42    6.36832e+14    3.86064e+15
          288.6    6.89505e+42    6.36775e+14    3.85807e+15
          288.7    6.97602e+42    6.36717e+14     3.8555e+15
          288.8    7.05792e+42     6.3666e+14    3.85293e+15
          288.9    7.14075e+42    6.36602e+14    3.85036e+15
            289    7.22453e+42    6.36545e+14     3.8478e+15
          289.1    7.30927e+42    6.36487e+14    3.84524e+15
          289.2    7.39498e+42     6.3643e+14    3.84268e+15
          289.3    7.48167e+42    6.36372e+14    3.84013e+15
          289.4    7.56935e+42    6.36314e+14    3.83758e+15
          289.5    7.65803e+42    6.36257e+14    3.83503e+15
          289.6    7.74773e+42    6.36199e+14    3.83248e+15
          289.7    7.83845e+42    6.36142e+14    3.82993e+15
          289.8    7.93021e+42    6.36084e+14    3.82739e+15
          289.9    8.02302e+42    6.36026e+14    3.82485e+15
            290    8.11689e+42    6.35969e+14    3.82231e+15
          290.1    8.21182e+42    6.35911e+14    3.81977e+15
          290.2    8.30784e+42    6.35853e+14    3.81723e+15
          290.3    8.40496e+42    6.35796e+14     3.8147e+15
          290.4    8.50318e+42    6.35738e+14    3.81217e+15
          290.5    8.60253e+42     6.3568e+14    3.80964e+15
          290.6      8.703e+42    6.35623e+14    3.80712e+15
          290.7    8.80462e+42    6.35565e+14     3.8046e+15
          290.8     8.9074e+42    6.35507e+14    3.80207e+15
          290.9    9.01135e+42     6.3545e+14    3.79956e+15
            291    9.11648e+42    6.35392e+14    3.79704e+15
          291.1    9.22281e+42    6.35334e+14    3.79453e+15
          291.2    9.33035e+42    6.35276e+14    3.79201e+15
          291.3    9.43911e+42    6.35219e+14     3.7895e+15
          291.4    9.54911e+42    6.35161e+14      3.787e+15
          291.5    9.66036e+42    6.35103e+14    3.78449e+15
          291.6    9.77288e+42    6.35045e+14    3.78199e+15
          291.7    9.88667e+42    6.34987e+14    3.77949e+15
          291.8    1.00018e+43     6.3493e+14    3.77699e+15
          291.9    1.01181e+43    6.34872e+14    3.77449e+15
            292    1.02359e+43    6.34814e+14      3.772e+15
          292.1    1.03549e+43    6.34756e+14    3.76951e+15
          292.2    1.04753e+43    6.34698e+14    3.76702e+15
          292.3    1.05971e+43    6.34641e+14    3.76453e+15
          292.4    1.07202e+43    6.34583e+14    3.76205e+15
          292.5    1.08448e+43    6.34525e+14    3.75957e+15
          292.6    1.09707e+43    6.34467e+14    3.75708e+15
          292.7    1.10981e+43    6.34409e+14    3.75461e+15
          292.8    1.12269e+43    6.34351e+14    3.75213e+15
          292.9    1.13572e+43    6.34293e+14    3.74966e+15
            293     1.1489e+43    6.34236e+14    3.74719e+15
          293.1    1.16222e+43    6.34178e+14    3.74472e+15
          293.2     1.1757e+43     6.3412e+14    3.74225e+15
          293.3    1.18933e+43    6.34062e+14    3.73978e+15
          293.4    1.20311e+43    6.34004e+14    3.73732e+15
          293.5    1.21705e+43    6.33946e+14    3.73486e+15
          293.6    1.23114e+43    6.33888e+14     3.7324e+15
          293.7     1.2454e+43     6.3383e+14    3.72995e+15
          293.8    1.25981e+43    6.33772e+14    3.72749e+15
          293.9    1.27439e+43    6.33714e+14    3.72504e+15
            294    1.28913e+43    6.33656e+14    3.72259e+15
          294.1    1.30404e+43    6.33598e+14    3.72015e+15
          294.2    1.31912e+43     6.3354e+14     3.7177e+15
          294.3    1.33437e+43    6.33482e+14    3.71526e+15
          294.4    1.34979e+43    6.33424e+14    3.71282e+15
          294.5    1.36538e+43    6.33366e+14    3.71038e+15
          294.6    1.38115e+43    6.33308e+14    3.70794e+15
          294.7     1.3971e+43     6.3325e+14    3.70551e+15
          294.8    1.41323e+43    6.33192e+14    3.70308e+15
          294.9    1.42954e+43    6.33134e+14    3.70065e+15
            295    1.44603e+43    6.33076e+14    3.69822e+15
          295.1     1.4627e+43    6.33018e+14    3.69579e+15
          295.2    1.47957e+43     6.3296e+14    3.69337e+15
          295.3    1.49663e+43    6.32902e+14    3.69095e+15
          295.4    1.51387e+43    6.32844e+14    3.68853e+15
          295.5    1.53131e+43    6.32786e+14    3.68611e+15
          295.6    1.54895e+43    6.32728e+14     3.6837e+15
          295.7    1.56678e+43     6.3267e+14    3.68129e+15
          295.8    1.58482e+43    6.32612e+14    3.67888e+15
          295.9    1.60306e+43    6.32553e+14    3.67647e+15
            296     1.6215e+43    6.32495e+14    3.67406e+15
          296.1    1.64015e+43    6.32437e+14    3.67166e+15
          296.2    1.65901e+43    6.32379e+14    3.66926e+15
          296.3    1.67808e+43    6.32321e+14    3.66686e+15
          296.4    1.69736e+43    6.32263e+14    3.66446e+15
          296.5    1.71686e+43    6.32205e+14    3.66207e+15
          296.6    1.73658e+43    6.32146e+14    3.65967e+15
          296.7    1.75652e+43    6.32088e+14    3.65728e+15
          296.8    1.77669e+43     6.3203e+14    3.65489e+15
          296.9    1.79707e+43    6.31972e+14    3.65251e+15
            297    1.81769e+43    6.31914e+14    3.65012e+15
          297.1    1.83854e+43    6.31856e+14    3.64774e+15
          297.2    1.85962e+43    6.31797e+14    3.64536e+15
          297.3    1.88094e+43    6.31739e+14    3.64298e+15
          297.4    1.90249e+43    6.31681e+14    3.64061e+15
          297.5    1.92429e+43    6.31623e+14    3.63823e+15
          297.6    1.94633e+43    6.31565e+14    3.63586e+15
          297.7    1.96862e+43    6.31506e+14    3.63349e+15
          297.8    1.99115e+43    6.31448e+14    3.63112e+15
          297.9    2.01394e+43     6.3139e+14    3.62876e+15
            298    2.03698e+43    6.31332e+14    3.62639e+15
          298.1    2.06028e+43    6.31273e+14    3.62403e+15
          298.2    2.08384e+43    6.31215e+14    3.62167e+15
          298.3    2.10766e+43    6.31157e+14    3.61932e+15
          298.4    2.13175e+43    6.31099e+14    3.61696e+15
          298.5    2.15611e+43     6.3104e+14    3.61461e+15
          298.6    2.18073e+43    6.30982e+14    3.61226e+15
          298.7    2.20563e+43    6.30924e+14    3.60991e+15
          298.8    2.23081e+43    6.30865e+14    3.60756e+15
          298.9    2.25627e+43    6.30807e+14    3.60522e+15
            299    2.28202e+43    6.30749e+14    3.60287e+15
          299.1    2.30805e+43     6.3069e+14    3.60053e+15
          299.2    2.33437e+43    6.30632e+14    3.59819e+15
          299.3    2.36098e+43    6.30574e+14    3.59586e+15
          299.4    2.38789e+43    6.30515e+14    3.59352e+15
          299.5    2.41509e+43    6.30457e+14    3.59119e+15
          299.6     2.4426e+43    6.30399e+14    3.58886e+15
          299.7    2.47042e+43     6.3034e+14    3.58653e+15
          299.8    2.49854e+43    6.30282e+14    3.58421e+15
          299.9    2.52698e+43    6.30224e+14    3.58188e+15
            300    2.55573e+43    6.30165e+14    3.57956e+15
          300.1     2.5848e+43    6.30107e+14    3.57724e+15
          300.2     2.6142e+43    6.30049e+14    3.57492e+15
          300.3    2.64392e+43     6.2999e+14    3.57261e+15
          300.4    2.67397e+43    6.29932e+14    3.57029e+15
          300.5    2.70435e+43    6.29873e+14    3.56798e+15
          300.6    2.73507e+43    6.29815e+14    3.56567e+15
          300.7    2.76613e+43    6.29756e+14    3.56337e+15
          300.8    2.79754e+43    6.29698e+14    3.56106e+15
          300.9    2.82929e+43     6.2964e+14    3.55876e+15
            301     2.8614e+43    6.29581e+14    3.55645e+15
          301.1    2.89386e+43    6.29523e+14    3.55415e+15
          301.2    2.92667e+43    6.29464e+14    3.55186e+15
          301.3    2.95986e+43    6.29406e+14    3.54956e+15
          301.4    2.99341e+43    6.29347e+14    3.54727e+15
          301.5    3.02733e+43    6.29289e+14    3.54498e+15
          301.6    3.06162e+43     6.2923e+14    3.54269e+15
          301.7     3.0963e+43    6.29172e+14     3.5404e+15
          301.8    3.13135e+43    6.29114e+14    3.53811e+15
          301.9     3.1668e+43    6.29055e+14    3.53583e+15
            302    3.20263e+43    6.28997e+14    3.53355e+15
          302.1    3.23886e+43    6.28938e+14    3.53127e+15
          302.2     3.2755e+43     6.2888e+14    3.52899e+15
          302.3    3.31253e+43    6.28821e+14    3.52672e+15
          302.4    3.34998e+43    6.28762e+14    3.52444e+15
          302.5    3.38783e+43    6.28704e+14    3.52217e+15
          302.6    3.42611e+43    6.28645e+14     3.5199e+15
          302.7     3.4648e+43    6.28587e+14    3.51764e+15
          302.8    3.50393e+43    6.28528e+14    3.51537e+15
          302.9    3.54348e+43     6.2847e+14    3.51311e+15
            303    3.58347e+43    6.28411e+14    3.51085e+15
          303.1     3.6239e+43    6.28353e+14    3.50859e+15
          303.2    3.66477e+43    6.28294e+14    3.50633e+15
          303.3     3.7061e+43    6.28236e+14    3.50407e+15
          303.4    3.74788e+43    6.28177e+14    3.50182e+15
          303.5    3.79012e+43    6.28118e+14    3.49957e+15
          303.6    3.83282e+43     6.2806e+14    3.49732e+15
          303.7    3.87599e+43    6.28001e+14    3.49507e+15
          303.8    3.91964e+43    6.27943e+14    3.49283e+15
          303.9    3.96377e+43    6.27884e+14    3.49058e+15
            304    4.00838e+43    6.27826e+14    3.48834e+15
          304.1    4.05348e+43    6.27767e+14     3.4861e+15
          304.2    4.09907e+43    6.27708e+14    3.48386e+15
          304.3    4.14517e+43     6.2765e+14    3.48163e+15
          304.4    4.19177e+43    6.27591e+14    3.47939e+15
          304.5    4.23889e+43    6.27532e+14    3.47716e+15
          304.6    4.28652e+43    6.27474e+14    3.47493e+15
          304.7    4.33467e+43    6.27415e+14     3.4727e+15
          304.8    4.38335e+43    6.27357e+14    3.47048e+15
          304.9    4.43256e+43    6.27298e+14    3.46825e+15
            305    4.48231e+43    6.27239e+14    3.46603e+15
          305.1    4.53261e+43    6.27181e+14    3.46381e+15
          305.2    4.58346e+43    6.27122e+14    3.46159e+15
          305.3    4.63486e+43    6.27063e+14    3.45938e+15
          305.4    4.68683e+43    6.27005e+14    3.45716e+15
          305.5    4.73936e+43    6.26946e+14    3.45495e+15
          305.6    4.79247e+43    6.26887e+14    3.45274e+15
          305.7    4.84616e+43    6.26828e+14    3.45053e+15
          305.8    4.90044e+43     6.2677e+14    3.44832e+15
          305.9    4.95531e+43    6.26711e+14    3.44612e+15
            306    5.01078e+43    6.26652e+14    3.44392e+15
          306.1    5.06686e+43    6.26594e+14    3.44172e+15
          306.2    5.12354e+43    6.26535e+14    3.43952e+15
          306.3    5.18085e+43    6.26476e+14    3.43732e+15
          306.4    5.23878e+43    6.26418e+14    3.43512e+15
          306.5    5.29734e+43    6.26359e+14    3.43293e+15
          306.6    5.35655e+43      6.263e+14    3.43074e+15
          306.7     5.4164e+43    6.26241e+14    3.42855e+15
          306.8     5.4769e+43    6.26183e+14    3.42636e+15
          306.9    5.53806e+43    6.26124e+14    3.42418e+15
            307    5.59988e+43    6.26065e+14    3.42199e+15
          307.1    5.66238e+43    6.26006e+14    3.41981e+15
          307.2    5.72556e+43    6.25948e+14    3.41763e+15
          307.3    5.78943e+43    6.25889e+14    3.41545e+15
          307.4    5.85399e+43     6.2583e+14    3.41328e+15
          307.5    5.91926e+43    6.25771e+14     3.4111e+15
          307.6    5.98523e+43    6.25713e+14    3.40893e+15
          307.7    6.05192e+43    6.25654e+14    3.40676e+15
          307.8    6.11934e+43    6.25595e+14    3.40459e+15
          307.9    6.18749e+43    6.25536e+14    3.40243e+15
            308    6.25638e+43    6.25477e+14    3.40026e+15
          308.1    6.32602e+43    6.25419e+14     3.3981e+15
          308.2    6.39642e+43     6.2536e+14    3.39594e+15
          308.3    6.46758e+43    6.25301e+14    3.39378e+15
          308.4    6.53951e+43    6.25242e+14    3.39162e+15
          308.5    6.61222e+43    6.25183e+14    3.38946e+15
          308.6    6.68572e+43    6.25125e+14    3.38731e+15
          308.7    6.76002e+43    6.25066e+14    3.38516e+15
