'name','smiles','inchi','mult','charge'
'CH2O','C=O','InChI=1S/CH2O/c1-2/h1H2',1,0
'CH2OCHO','[CH2]OC=O','InChI=1S/C2H3O2/c1-4-2-3/h2H,1H2',2,0
'CH2OH','[CH2]O','InChI=1S/CH3O/c1-2/h2H,1H2',2,0
'CH3','[CH3]','InChI=1S/CH3/h1H3',2,0
'CH3O','C[O]','InChI=1S/CH3O/c1-2/h1H3',2,0
'CH3O2','CO[O]','InChI=1S/CH3O2/c1-3-2/h1H3',2,0
'CH3O2H','COO','InChI=1S/CH4O2/c1-3-2/h2H,1H3',1,0
'CH3OCH2','[CH2]OC','InChI=1S/C2H5O/c1-3-2/h1H2,2H3',2,0
'CH3OCH2O','COC[O]','InChI=1S/C2H5O2/c1-4-2-3/h2H2,1H3',2,0
'CH3OCH3','COC','InChI=1S/C2H6O/c1-3-2/h1-2H3',1,0
'CH3OCHO','COC=O','InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3',1,0
'CH3OCO','CO[C]=O','InChI=1S/C2H3O2/c1-4-2-3/h1H3',2,0
'CH3OH','CO','InChI=1S/CH4O/c1-2/h2H,1H3',1,0
'CH4','C','InChI=1S/CH4/h1H4',1,0
'DME-OQOOH','O=COCOO','InChI=1S/C2H4O4/c3-1-5-2-6-4/h1,4H,2H2',1,0
'DME-QOOH','[CH2]OCOO','InChI=1S/C2H5O3/c1-4-2-5-3/h3H,1-2H2',2,0
'DMM','COCOC','InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3',1,0
'DMM-QOOH1','[CH2]OCOCOO',' InChI=1S/C3H7O4/c1-5-2-6-3-7-4/h4H,1-3H2',2,0
'DMM-QOOH2','CO[CH]OCOO','InChI=1S/C3H7O4/c1-5-2-6-3-7-4/h2,4H,3H2,1H3',2,0
'DMM-QOOH3','[CH2]OC(OC)OO','InChI=1S/C3H7O4/c1-5-3(6-2)7-4/h3-4H,1H2,2H3',2,0
'DMM-R1','[CH2]OCOC','InChI=1S/C3H7O2/c1-4-3-5-2/h1,3H2,2H3',2,0
'DMM-R2','CO[CH]OC','InChI=1S/C3H7O2/c1-4-3-5-2/h3H,1-2H3',2,0
'DMM-RO1','COCOC[O]','InChI=1S/C3H7O3/c1-5-3-6-2-4/h2-3H2,1H3',2,0
'DMM-RO2','COC([O])OC','InChI=1S/C3H7O3/c1-5-3(4)6-2/h3H,1-2H3',2,0
'DMM-RO21','COCOCO[O]','InChI=1S/C3H7O4/c1-5-2-6-3-7-4/h2-3H2,1H3',2,0
'DMM-RO22','COC(OC)O[O]','InChI=1S/C3H7O4/c1-5-3(6-2)7-4/h3H,1-2H3',2,0
'DMM-cycleth1','C1OCOCO1','InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2',1,0
'DMM-cycleth2','COC1OCO1','InChI=1S/C3H6O3/c1-4-3-5-2-6-3/h3H,2H2,1H3',1,0
'H','[H]','InChI=1S/H',2,0
'H2','[H][H]','InChI=1S/H2/h1H',1,0
'H2O','O','InChI=1S/H2O/h1H2',1,0
'H2O2','OO','InChI=1S/H2O2/c1-2/h1-2H',1,0
'HCO','[CH]=O','InChI=1S/CHO/c1-2/h1H',2,0
'HO2','O[O]','InChI=1S/HO2/c1-2/h1H',2,0
'HO2CHO','O=COO','InChI=1S/CH2O3/c2-1-4-3/h1,3H',1,0
'HOCHO','OC=O','InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)',1,0
'O','[O]','InChI=1S/O',3,0
'O2','O=O','InChI=1S/O2/c1-2',3,0
'O2CHO','O=COO','InChI=1S/CH2O3/c2-1-4-3/h1,3H',1,0
'OCHO','O=C[O]','InChI=1S/CHO2/c2-1-3/h1H',2,0
'OH','[OH]','InChI=1S/HO/h1H',2,0
