! This thermodynamic database was obtained by fitting the thermodynamic properties
! extracted from the following file: C3Mech.THERM
! The thermodynamic properties are fitted in order to preserve not only the 
! continuity of each function at the intermediate temperature, but also the  continuity
! of the derivatives, from the 1st to the 3rd order
! The intermediate temperatures are chosen in order to minimize the fitting error.
! Last update: 7/18/2025

THERMO ALL
270.   1000.   3500. 
HE                      HE  1               G    200.00   3500.00 1800.00      1
-1.76871830e+04-1.23939501e+01-2.01377918e-01 3.43754538e-02-3.43426184e-05    3
 1.77431317e-08-3.62449910e-12-1.59851694e+04 2.33510199e+01                   4
PC2H4OH                 H   5O   1C   2     G    200.00   3500.00 1740.00      1
 8.48174950e+00 9.65992017e-03-2.84295220e-06 3.23455639e-10-7.64410954e-15    2
-6.86761934e+03-1.70170922e+01 2.48535250e+00 2.34447409e-02-1.47264183e-05    3
 4.87650779e-09-6.61818269e-13-4.78087319e+03 1.52333721e+01                   4
CHCHO                   H   2O   1C   2     G    298.15   3500.00 1300.00      1
 5.15218677e+00 9.31635241e-03-5.29317248e-06 1.46094907e-09-1.57820065e-13    2
 2.88526086e+04-7.40226900e-01 1.85778452e+00 1.94529747e-02-1.69892752e-05    3
 7.45895045e-09-1.31128187e-12 2.97091532e+04 1.60176931e+01                   4
CHOCHO                  H   2O   2C   2     G    300.00   3500.00 1700.00      1
 9.83116579e+00 4.87360531e-03-1.69443299e-06 2.65361076e-10-1.54439839e-14    2
-2.96273239e+04-2.66407027e+01 1.89947966e+00 2.35363962e-02-1.81616014e-05    3
 6.72307419e-09-9.65107677e-13-2.69305506e+04 1.58338747e+01                   4
C2H                     H   1C   2          G    200.00   3500.00  700.00      1
 4.62623372e+00 1.64244466e-03 3.26915105e-07-3.28837686e-10 4.90259158e-14    2
 6.68554035e+04-1.23131867e+00 3.53165683e+00 7.89716976e-03-1.30760672e-05    3
 1.24359074e-08-4.50981162e-12 6.70086443e+04 3.65897396e+00                   4
HCCOH                   H   2O   1C   2     G    200.00   3500.00  790.00      1
 5.51897589e+00 7.32857428e-03-3.24329757e-06 7.15218170e-10-6.35674950e-14    2
 9.22644851e+03-3.61687237e+00 2.12690276e+00 2.45036281e-02-3.58541593e-05    3
 2.82349327e-08-8.77233791e-12 9.76239606e+03 1.19483323e+01                   4
C2H2OH                  H   3O   1C   2     G    300.00   3500.00 1350.00      1
 6.35606595e+00 9.21874764e-03-4.10925930e-06 8.91823187e-10-7.66616895e-14    2
 1.32871660e+04-8.59881154e+00 6.52203843e-01 2.61190798e-02-2.28874062e-05    3
 1.01649821e-08-1.79391335e-12 1.48272088e+04 2.06307812e+01                   4
HCCO                    H   1O   1C   2     G    200.00   3500.00  750.00      1
 4.85454663e+00 6.00870248e-03-3.01770410e-06 7.40500202e-10-7.11863036e-14    2
 1.97186496e+04 2.13641086e-01 1.91800062e+00 2.16702812e-02-3.43408615e-05    3
 2.85833068e-08-9.35212184e-12 2.01591315e+04 1.35359865e+01                   4
C2                      C   2               G    200.00   3500.00  840.00      1
 2.75552611e+00 2.29169412e-03-1.23410021e-06 3.16723284e-10-3.11348761e-14    2
 9.85458677e+04 6.65082415e+00 3.76092781e+00-2.49593302e-03 7.31523396e-06    3
-6.46846257e-09 1.98826567e-12 9.83769602e+04 1.97563732e+00                   4
C2O                     O   1C   2          G    200.00   3500.00 1310.00      1
 5.38970399e+00 1.92327030e-03-5.64679305e-07 8.08733116e-11-4.84609392e-15    2
 4.37288639e+04-3.50457592e+00 3.29530567e+00 8.31837967e-03-7.88732362e-06    3
 3.80740986e-09-7.16017191e-13 4.42775963e+04 7.16522968e+00                   4
CH3CHOHOJ               C   2H   5O   2     G    300.00   3500.00  870.00      1
 2.79258830e+00 2.79407980e-02-1.55039402e-05 3.99617846e-09-3.90916162e-13    2
-2.67091060e+04 1.48519730e+01 7.39672051e+00 6.77237401e-03 2.09933425e-05    3
-2.39710880e-08 7.64565465e-12-2.75102250e+04-6.71912250e+00                   4
CH3COOH                 H   4O   2C   2     G    100.00   3500.00  700.00      1
 2.77053483e-01 2.94361288e-02-1.73347823e-05 4.73929631e-09-4.85763543e-13    2
-5.31743936e+04 2.47785276e+01 2.74647315e+00 1.53251593e-02 1.29030095e-05    3
-2.40586007e-08 9.79919966e-12-5.35201123e+04 1.37457853e+01                   4
CH2CO2                  H   2O   2C   2     G    300.00   3500.00 1250.00      1
 8.05023839e+00 7.38428300e-03-2.79299301e-06 4.69478994e-10-2.81558358e-14    2
-2.63461062e+03-1.51601297e+01 8.70846271e-01 3.03583378e-02-3.03618587e-05    3
 1.51728740e-08-2.96883485e-12-8.39762587e+02 2.10783222e+01                   4
O2CH2CHO                H   3O   3C   2     G    300.00   3500.00 1210.00      1
 7.46258493e+00 1.56978994e-02-7.33249926e-06 1.64073080e-09-1.43694116e-13    2
-1.39533482e+04-7.87285406e+00-1.33180141e+00 4.47702509e-02-4.33726044e-05    3
 2.14975381e-08-4.24634024e-12-1.18251067e+04 3.62313654e+01                   4
HO2CH2CO                H   3O   3C   2     G    300.00   3500.00 1310.00      1
 1.00083962e+01 1.19717403e-02-5.61729274e-06 1.12328163e-09-7.86927983e-14    2
-1.39146309e+04-2.04968336e+01 2.21340244e+00 3.57732478e-02-3.28709273e-05    3
 1.49928158e-08-2.72555046e-12-1.18723426e+04 1.92143650e+01                   4
CH3CO2                  H   3O   2C   2     G    300.00   3500.00 1760.00      1
 8.53529487e+00 8.35884507e-03-2.87405940e-06 4.50723115e-10-2.66086975e-14    2
-2.97342110e+04-2.03724403e+01 1.45972725e+00 2.44396806e-02-1.65793169e-05    3
 5.64210854e-09-7.64021400e-13-2.72436112e+04 1.77629995e+01                   4
CH2COOH                 H   3O   2C   2     G    100.00   3500.00 1800.00      1
 8.16235789e+00 1.25634514e-02-6.34364992e-06 1.47850123e-09-1.31747966e-13    2
-3.19341025e+04-1.77357676e+01 2.09204142e+00 2.60530435e-02-1.75849767e-05    3
 5.64195560e-09-7.10005517e-13-2.97487886e+04 1.51180515e+01                   4
SC2H4OH                 H   5O   1C   2     G    300.00   3500.00 1800.00      1
 6.98614241e+00 1.25495708e-02-4.99110320e-06 9.82142011e-10-7.84110770e-14    2
-1.00682226e+04-1.09193591e+01 1.17001758e+00 2.54742927e-02-1.57617047e-05    3
 4.97125369e-09-6.32454366e-13-7.97441771e+03 2.05587218e+01                   4
O2C2H4OH                H   5O   3C   2     G    300.00   3500.00 1730.00      1
 5.56418199e-01 4.12518690e-02-3.10646870e-05 1.22929600e-08-1.99690710e-12    2
-2.20473900e+04 2.49983080e+01 5.56418200e-01 4.12518690e-02-3.10646870e-05    3
 1.22929600e-08-1.99690710e-12-2.20473900e+04 2.49983080e+01                   4
CH3OCH3                 H   6O   1C   2     G    298.00   3500.00  700.00      1
 7.09377358e-01 2.68355084e-02-1.37490879e-05 3.41009681e-09-3.31181614e-13    2
-2.33874987e+04 2.07824809e+01 3.71344178e+00 9.66942595e-03 2.30353745e-05    3
-3.16227245e-08 1.21805403e-11-2.38080677e+04 7.36108109e+00                   4
CH3OCH2                 H   5O   1C   2     G    298.00   3500.00 1800.00      1
 2.85410113e+00 2.06150784e-02-1.04563119e-05 2.57907752e-09-2.50107878e-13    2
-1.42372422e+03 1.16797819e+01 1.99189929e+00 2.25310825e-02-1.20529819e-05    3
 3.17043681e-09-3.32241112e-13-1.11333156e+03 1.63461981e+01                   4
CH3OCH2O2               H   5O   3C   2     G    300.00   3500.00 1800.00      1
 1.28946547e+01 1.03828282e-02-3.02554576e-06 3.64875471e-10-1.24113546e-14    2
-2.39005733e+04-3.76069562e+01 3.24067828e+00 3.18361092e-02-2.09032799e-05    3
 6.98625850e-09-9.32047886e-13-2.04251417e+04 1.46423783e+01                   4
CH3OCH2O2H              H   6O   3C   2     G    300.00   3500.00 1400.00      1
 9.51939113e+00 1.93425031e-02-8.27081733e-06 1.72928144e-09-1.44251963e-13    2
-3.92446690e+04-1.92890702e+01 1.10339802e+00 4.33881977e-02-3.40340615e-05    3
 1.39974930e-08-2.33500402e-12-3.68881910e+04 2.41449797e+01                   4
CH2OCHO                 H   3O   2C   2     G    298.00   3500.00 1500.00      1
 6.48998135e+00 1.59780235e-02-9.24166836e-06 2.49748017e-09-2.59063358e-13    2
-2.18097767e+04-7.05828089e+00 1.80755877e+00 2.84644837e-02-2.17281286e-05    3
 8.04701804e-09-1.18398634e-12-2.04050499e+04 1.74302603e+01                   4
CH3OCHO                 H   4O   2C   2     G    298.00   3500.00  700.00      1
-2.66862480e-01 3.05182302e-02-1.81208559e-05 4.96359009e-09-5.15213878e-13    2
-4.42203605e+04 2.80237769e+01 3.12175826e+00 1.11546831e-02 2.33724593e-05    3
-3.45538530e-08 1.35981586e-11-4.46947674e+04 1.28842767e+01                   4
CH3OCO                  H   3O   2C   2     G    298.00   3500.00  700.00      1
 2.03369573e+00 2.17943820e-02-1.26524573e-05 3.42961988e-09-3.54127043e-13    2
-2.04098979e+04 1.79947619e+01 3.33860260e+00 1.43377713e-02 3.32599416e-06    3
-1.17879529e-08 5.08072039e-12-2.05925849e+04 1.21647682e+01                   4
CH2OCH2O2H              H   5O   3C   2     G    300.00   3500.00 1250.00      1
 1.07374983e+01 1.39769747e-02-5.32012597e-06 9.94916579e-10-7.50061107e-14    2
-1.73025108e+04-2.35990435e+01 1.12063956e-01 4.79783646e-02-4.61217939e-05    3
 2.27558061e-08-4.42718402e-12-1.46461523e+04 3.00335324e+01                   4
O2CH2OCH2O2H            H   5O   5C   2     G    300.00   3500.00 1370.00      1
 1.59411121e+01 1.44932690e-02-5.65697247e-06 1.09027852e-09-8.49010938e-14    2
-3.74943649e+04-4.65328702e+01 2.39014311e+00 5.40581418e-02-4.89761763e-05    3
 2.21701831e-08-3.93159900e-12-3.37813994e+04 2.31087123e+01                   4
HO2CH2OCHO              H   4O   4C   2     G    300.00   3500.00 1790.00      1
 1.72564704e+01 7.11536124e-03-1.92429919e-06 1.54292107e-10 5.32257444e-15    2
-6.36756678e+04-6.17512786e+01 1.20266876e+00 4.29897784e-02-3.19866599e-05    3
 1.13507021e-08-1.55842183e-12-5.79284068e+04 2.50458085e+01                   4
CH3OCH2O                H   5O   2C   2     G    300.00   3500.00  930.00      1
 2.71166490e-01 3.01733571e-02-1.65113472e-05 4.20627552e-09-4.07728203e-13    2
-2.12400481e+04 2.77542530e+01 6.21009788e+00 4.62956618e-03 2.46883156e-05    3
-2.53275329e-08 7.53146761e-12-2.23446894e+04-4.66665610e-01                   4
OCH2OCHO                H   3O   3C   2     G    300.00   3500.00 1800.00      1
 9.48574855e+00 1.35743106e-02-6.80437448e-06 1.61812776e-09-1.49351259e-13    2
-4.57538811e+04-2.17817465e+01 9.23466489e-01 3.26016041e-02-2.26604524e-05    3
 7.49074921e-09-9.64993126e-13-4.26714596e+04 2.45591102e+01                   4
CH2OO                   H   2C   1O   2     G    200.00   3500.00 1590.00      1
 6.56642891e+00 5.02535031e-03-1.47182410e-06 1.59962098e-10-2.55864135e-15    2
 1.00361785e+04-1.01101748e+01 1.48928983e+00 1.77980273e-02-1.35215193e-05    3
 5.21224521e-09-7.96942779e-13 1.16507087e+04 1.67385285e+01                   4
HOCH2OCO                H   3O   3C   2     G    300.00   3500.00  850.00      1
 1.16939726e+00 2.85852751e-02-1.65714958e-05 4.39633571e-09-4.38209204e-13    2
-4.35833359e+04 2.55611996e+01 6.74083175e+00 2.36675988e-03 2.96964722e-05    3
-3.18922667e-08 1.02349091e-11-4.45304798e+04-4.12287671e-01                   4
END
